UTC Time,Latitude,Longitude,Altitude,Fix type,PDOP,HDOP,VDOP
00:01:02.000,40.78099316666667 N,73.964812 W,1776.2 m,2D,3.1,2.9,1.0
00:01:03.000,40.7809805 N,73.96476233333334 W,1821.6 m,2D,3.1,2.9,1.0
00:01:04.000,40.78096633333333 N,73.96471383333333 W,1866.9 m,2D,3.1,2.9,1.0
00:01:05.000,40.78095183333333 N,73.9646645 W,1912.3 m,2D,3.1,2.9,1.0
00:01:06.000,40.780938 N,73.96461533333333 W,1957.6 m,2D,3.1,2.9,1.0
00:01:07.000,40.78092383333333 N,73.96456366666666 W,2002.9 m,2D,3.1,2.9,1.0
00:01:08.000,40.7809095 N,73.964518 W,2048.3 m,3D,14.8,3.7,14.3
00:01:09.000,40.78089266666667 N,73.96447 W,2093.6 m,3D,14.8,3.7,14.3
00:01:10.000,40.7808795 N,73.96441933333334 W,2139.0 m,2D,3.1,2.9,1.0
00:01:11.000,40.78086483333333 N,73.96437133333333 W,2184.3 m,2D,3.1,2.9,1.0
00:01:12.000,40.7808495 N,73.96432366666667 W,2229.6 m,2D,3.1,2.9,1.0
00:01:13.000,40.78083516666667 N,73.96427683333333 W,2275.0 m,2D,3.1,2.9,1.0
00:01:14.000,40.780820166666665 N,73.964227 W,2320.3 m,2D,3.1,2.9,1.0
00:01:15.000,40.7808055 N,73.96417783333334 W,2365.7 m,2D,3.1,2.9,1.0
00:01:16.000,40.78078983333333 N,73.96413133333333 W,2411.0 m,2D,3.1,2.9,1.0
00:01:17.000,40.780775166666665 N,73.96408416666667 W,2456.3 m,2D,3.1,2.9,1.0
00:01:18.000,40.7807585 N,73.96403683333334 W,2501.7 m,2D,3.1,2.9,1.0
00:01:19.000,40.780742333333336 N,73.9639895 W,2547.0 m,2D,3.1,2.9,1.0
00:01:20.000,40.7807265 N,73.96394316666667 W,2592.4 m,2D,3.1,2.9,1.0
00:01:21.000,40.780711333333336 N,73.9638985 W,2637.7 m,2D,3.1,2.9,1.0
00:01:22.000,40.780694833333335 N,73.96385183333334 W,2683.0 m,2D,3.1,2.9,1.0
00:01:23.000,40.7806765 N,73.96380666666667 W,2728.4 m,2D,3.1,2.9,1.0
00:01:24.000,40.780660166666664 N,73.96376216666667 W,2773.7 m,2D,3.1,2.9,1.0
00:01:25.000,40.780642666666665 N,73.96371383333333 W,2819.1 m,2D,3.1,2.9,1.0
00:01:26.000,40.7806275 N,73.9636675 W,2864.4 m,2D,3.1,2.9,1.0
00:01:27.000,40.780611 N,73.9636225 W,2909.8 m,2D,3.1,2.9,1.0
00:01:28.000,40.78059583333334 N,73.96357516666667 W,2955.1 m,2D,3.1,2.9,1.0
00:01:29.000,40.780579333333336 N,73.9635305 W,3000.4 m,2D,3.1,2.9,1.0
00:01:30.000,40.78056216666667 N,73.9634845 W,3045.8 m,2D,3.1,2.9,1.0
00:01:31.000,40.780545000000004 N,73.96343916666666 W,3091.1 m,2D,3.1,2.9,1.0
00:01:32.000,40.780527 N,73.96339466666667 W,3136.5 m,2D,3.1,2.9,1.0
00:01:33.000,40.780508833333336 N,73.96335083333334 W,3181.8 m,2D,3.1,2.9,1.0
00:01:34.000,40.780491166666664 N,73.96330683333333 W,3227.1 m,2D,3.1,2.9,1.0
00:01:35.000,40.7804725 N,73.96326416666666 W,3272.5 m,2D,3.1,2.9,1.0
00:01:36.000,40.78045483333333 N,73.9632195 W,3317.8 m,2D,3.1,2.9,1.0
00:01:37.000,40.78043666666667 N,73.96317366666666 W,3363.2 m,2D,3.1,2.9,1.0
00:01:38.000,40.78042 N,73.96312816666666 W,3408.5 m,2D,3.1,2.9,1.0
00:01:39.000,40.780401499999996 N,73.96308216666667 W,3453.8 m,2D,3.1,2.9,1.0
00:01:40.000,40.78038216666667 N,73.96304016666667 W,3499.2 m,2D,3.1,2.9,1.0
00:01:41.000,40.780363666666666 N,73.96299366666666 W,3544.5 m,2D,3.1,2.9,1.0
00:01:42.000,40.78034533333334 N,73.9629505 W,3589.9 m,2D,3.1,2.9,1.0
00:01:43.000,40.7803275 N,73.962906 W,3635.2 m,2D,3.1,2.9,1.0
00:01:44.000,40.780308166666664 N,73.962862 W,3680.5 m,2D,3.1,2.9,1.0
00:01:45.000,40.7802885 N,73.96281733333333 W,3725.9 m,2D,3.1,2.9,1.0
00:01:46.000,40.78027016666667 N,73.96277433333333 W,3771.2 m,2D,3.0,2.9,1.0
00:01:47.000,40.78025066666667 N,73.96273066666667 W,3816.6 m,2D,3.0,2.9,1.0
00:01:48.000,40.78023066666667 N,73.96268966666666 W,3861.9 m,2D,3.0,2.9,1.0
00:01:49.000,40.78021116666667 N,73.96264533333333 W,3907.2 m,2D,3.0,2.9,1.0
00:01:50.000,40.78019183333333 N,73.96260266666667 W,3952.6 m,2D,3.0,2.9,1.0
00:01:51.000,40.780171833333334 N,73.96255966666666 W,3997.9 m,2D,3.0,2.9,1.0
00:01:52.000,40.78015283333333 N,73.96251866666667 W,4043.3 m,2D,3.0,2.9,1.0
00:01:53.000,40.78013166666667 N,73.9624775 W,4088.6 m,2D,3.0,2.9,1.0
00:01:54.000,40.780113 N,73.96243283333334 W,4133.9 m,2D,3.0,2.9,1.0
00:01:55.000,40.780092 N,73.962389 W,4179.3 m,2D,3.0,2.9,1.0
00:01:56.000,40.780071666666664 N,73.96234666666666 W,4224.6 m,2D,3.0,2.9,1.0
00:01:57.000,40.780052166666664 N,73.96230233333333 W,4270.0 m,2D,3.0,2.9,1.0
00:01:58.000,40.78003133333333 N,73.96226083333333 W,4315.3 m,2D,3.0,2.9,1.0
00:01:59.000,40.78001016666666 N,73.96221983333334 W,4360.6 m,2D,3.0,2.9,1.0
00:02:00.000,40.779988833333334 N,73.962178 W,4406.0 m,2D,3.0,2.9,1.0
00:02:01.000,40.77996816666667 N,73.9621375 W,4451.3 m,2D,3.0,2.9,1.0
00:02:02.000,40.779948 N,73.96209666666667 W,4496.7 m,2D,3.0,2.9,1.0
00:02:03.000,40.779927 N,73.96205383333333 W,4542.0 m,2D,3.0,2.9,1.0
00:02:04.000,40.779907666666666 N,73.96200933333333 W,4587.3 m,2D,3.0,2.9,1.0
00:02:05.000,40.7798855 N,73.9619685 W,4632.7 m,2D,3.0,2.9,1.0
00:02:06.000,40.77986466666667 N,73.96192733333334 W,4678.0 m,2D,3.0,2.9,1.0
00:02:07.000,40.77984283333333 N,73.96188666666667 W,4723.4 m,2D,3.0,2.9,1.0
00:02:08.000,40.779821166666665 N,73.96184516666666 W,4768.7 m,2D,3.0,2.9,1.0
00:02:09.000,40.77979883333333 N,73.96180466666667 W,4814.0 m,2D,3.0,2.9,1.0
00:02:10.000,40.7797775 N,73.961762 W,4859.4 m,3D,4.8,3.1,3.7
00:02:11.000,40.77975566666667 N,73.961724 W,4904.7 m,2D,3.0,2.9,1.0
00:02:12.000,40.77973383333333 N,73.961684 W,4950.1 m,2D,3.0,2.9,1.0
00:02:13.000,40.7797115 N,73.96164516666667 W,4995.4 m,2D,3.0,2.9,1.0
00:02:14.000,40.77968966666667 N,73.96160466666667 W,5040.7 m,2D,3.0,2.9,1.0
00:02:15.000,40.77966766666667 N,73.96156483333333 W,5086.1 m,2D,3.0,2.9,1.0
00:02:16.000,40.779645 N,73.96152466666666 W,5131.4 m,2D,3.0,2.9,1.0
00:02:17.000,40.77962216666667 N,73.96148383333333 W,5176.8 m,2D,3.0,2.9,1.0
00:02:18.000,40.779598666666665 N,73.961443 W,5222.1 m,2D,3.0,2.9,1.0
00:02:19.000,40.779576166666665 N,73.9614025 W,5267.4 m,2D,3.0,2.9,1.0
00:02:20.000,40.779553166666666 N,73.961363 W,5312.8 m,2D,3.0,2.9,1.0
00:02:21.000,40.77952966666667 N,73.9613255 W,5358.1 m,2D,3.0,2.9,1.0
00:02:22.000,40.779506 N,73.96128566666667 W,5403.5 m,2D,3.0,2.9,1.0
00:02:23.000,40.779483 N,73.9612435 W,5448.8 m,2D,3.0,2.9,1.0
00:02:24.000,40.7794595 N,73.96120466666666 W,5494.1 m,2D,3.0,2.9,1.0
00:02:25.000,40.779435666666664 N,73.96116583333334 W,5539.5 m,2D,3.0,2.9,1.0
00:02:26.000,40.779411 N,73.9611275 W,5584.8 m,2D,3.0,2.9,1.0
00:02:27.000,40.779386333333335 N,73.96108933333333 W,5630.2 m,2D,3.0,2.9,1.0
00:02:28.000,40.779362166666665 N,73.9610505 W,5675.5 m,3D,4.8,3.1,3.7
00:02:29.000,40.77933766666666 N,73.96100983333334 W,5720.8 m,2D,3.0,2.9,1.0
00:02:30.000,40.7793135 N,73.960971 W,5766.2 m,2D,3.0,2.9,1.0
00:02:31.000,40.77929133333333 N,73.9609315 W,5811.5 m,2D,3.0,2.9,1.0
00:02:32.000,40.77926716666666 N,73.96089316666666 W,5856.9 m,2D,3.0,2.9,1.0
00:02:33.000,40.77924266666667 N,73.96085416666666 W,5902.2 m,2D,3.0,2.9,1.0
00:02:34.000,40.779218666666665 N,73.96081716666667 W,5947.5 m,2D,3.0,2.9,1.0
00:02:35.000,40.779194333333336 N,73.96077933333333 W,5992.9 m,2D,3.0,2.9,1.0
00:02:36.000,40.77916966666667 N,73.96074266666666 W,6038.2 m,2D,3.0,2.9,1.0
00:02:37.000,40.77914533333333 N,73.96070416666667 W,6083.6 m,2D,3.0,2.9,1.0
00:02:38.000,40.779119333333334 N,73.96066533333334 W,6128.9 m,2D,3.0,2.9,1.0
00:02:39.000,40.77909433333333 N,73.96062866666666 W,6174.2 m,2D,3.0,2.9,1.0
00:02:40.000,40.77907116666667 N,73.96058966666666 W,6219.6 m,2D,2.7,2.5,1.0
00:02:41.000,40.7790445 N,73.960553 W,6264.9 m,2D,3.0,2.9,1.0
00:02:42.000,40.77901966666667 N,73.96051366666667 W,6310.3 m,2D,2.7,2.5,1.0
00:02:43.000,40.77899433333333 N,73.96047633333333 W,6355.6 m,2D,2.7,2.5,1.0
00:02:44.000,40.778969000000004 N,73.96043783333333 W,6400.9 m,2D,3.0,2.9,1.0
00:02:45.000,40.77894333333333 N,73.96040066666667 W,6446.3 m,2D,3.0,2.9,1.0
00:02:46.000,40.778917 N,73.96036333333333 W,6491.6 m,2D,3.0,2.9,1.0
00:02:47.000,40.7788915 N,73.960325 W,6537.0 m,2D,3.0,2.9,1.0
00:02:48.000,40.778865333333336 N,73.96028866666667 W,6582.3 m,2D,3.0,2.9,1.0
00:02:49.000,40.778838666666665 N,73.960251 W,6627.6 m,2D,3.0,2.9,1.0
00:02:50.000,40.77881133333333 N,73.96021466666667 W,6673.0 m,2D,3.0,2.9,1.0
00:02:51.000,40.778785166666665 N,73.96017916666666 W,6718.3 m,2D,3.0,2.9,1.0
00:02:52.000,40.77875866666667 N,73.96014316666667 W,6763.7 m,2D,3.0,2.9,1.0
00:02:53.000,40.77873183333333 N,73.9601085 W,6809.0 m,2D,3.0,2.9,1.0
00:02:54.000,40.778705333333335 N,73.96007316666666 W,6854.4 m,2D,3.0,2.9,1.0
00:02:55.000,40.77867783333333 N,73.96003683333333 W,6899.7 m,2D,3.0,2.9,1.0
00:02:56.000,40.77865166666667 N,73.95999916666666 W,6945.0 m,2D,3.0,2.9,1.0
00:02:57.000,40.7786255 N,73.95996383333333 W,6990.4 m,2D,3.0,2.9,1.0
00:02:58.000,40.778599 N,73.95992716666666 W,7035.7 m,2D,3.0,2.9,1.0
00:02:59.000,40.7785715 N,73.95989383333334 W,7081.1 m,2D,3.0,2.9,1.0
00:03:00.000,40.778543666666664 N,73.9598585 W,7126.4 m,2D,3.0,2.9,1.0
00:03:01.000,40.77851716666667 N,73.95982133333334 W,7171.7 m,2D,3.0,2.8,1.0
