UTC Time,Latitude,Longitude,Altitude,Fix type,PDOP,HDOP,VDOP
00:02:08.000,35.273664333333336 N,137.01470966666668 E,32.0 m,3D,12.6,9.6,8.1
00:02:09.000,35.273725166666665 N,137.01476216666666 E,33.1 m,3D,12.6,9.6,8.1
00:02:10.000,35.273788833333334 N,137.01480683333332 E,34.2 m,3D,12.6,9.6,8.1
00:02:11.000,35.27385433333333 N,137.0148435 E,35.2 m,3D,12.6,9.6,8.1
00:02:12.000,35.273921333333334 N,137.01487216666666 E,36.2 m,3D,12.6,9.6,8.1
00:02:13.000,35.2739895 N,137.01489266666667 E,37.1 m,3D,12.6,9.6,8.1
00:02:14.000,35.274058 N,137.014905 E,38.0 m,3D,12.6,9.6,8.1
00:02:15.000,35.27412666666667 N,137.01490883333332 E,38.8 m,3D,12.6,9.6,8.1
00:02:16.000,35.274194666666666 N,137.0149045 E,39.7 m,3D,12.6,9.6,8.1
00:02:17.000,35.2742615 N,137.01489216666667 E,40.4 m,3D,12.6,9.6,8.2
00:02:18.000,35.274327 N,137.01487166666666 E,41.2 m,3D,12.6,9.7,8.2
00:02:19.000,35.2743905 N,137.01484316666668 E,41.8 m,3D,12.6,9.7,8.2
00:02:20.000,35.2744515 N,137.01480716666666 E,42.4 m,3D,12.6,9.7,8.2
00:02:21.000,35.274509333333334 N,137.014764 E,43.0 m,3D,12.7,9.7,8.2
00:02:22.000,35.27456383333333 N,137.014714 E,43.5 m,3D,12.7,9.7,8.2
00:02:23.000,35.274614666666665 N,137.01465733333333 E,44.0 m,3D,12.7,9.7,8.2
00:02:24.000,35.27466116666667 N,137.01459466666665 E,44.4 m,3D,12.7,9.7,8.2
00:02:25.000,35.27470066666667 N,137.01452733333332 E,44.2 m,2D,4.1,4.0,1.0
00:02:26.000,35.274736 N,137.01445466666667 E,44.1 m,2D,4.1,4.0,1.0
00:02:27.000,35.27476633333333 N,137.01437783333333 E,44.0 m,2D,4.1,4.0,1.0
00:02:28.000,35.274791 N,137.01429683333333 E,43.9 m,2D,4.1,4.0,1.0
00:02:29.000,35.274809833333336 N,137.014213 E,43.8 m,2D,4.1,4.0,1.0
00:02:30.000,35.27482233333333 N,137.014127 E,43.7 m,2D,4.1,4.0,1.0
00:02:31.000,35.2748285 N,137.01403933333333 E,43.6 m,2D,4.1,4.0,1.0
00:02:32.000,35.274828666666664 N,137.01395016666666 E,43.5 m,2D,4.0,3.9,1.0
00:02:33.000,35.2748225 N,137.0138605 E,43.4 m,2D,4.1,4.0,1.0
00:02:34.000,35.274810333333335 N,137.013771 E,43.3 m,2D,4.1,4.0,1.0
00:02:35.000,35.274791666666665 N,137.01368233333332 E,43.2 m,2D,4.1,4.0,1.0
00:02:36.000,35.27476716666666 N,137.01359533333334 E,43.2 m,2D,4.1,4.0,1.0
00:02:37.000,35.27473616666666 N,137.013511 E,43.1 m,2D,4.1,4.0,1.0
00:02:38.000,35.2746995 N,137.01342966666667 E,43.0 m,2D,4.0,3.9,1.0
00:02:39.000,35.27465733333333 N,137.013352 E,42.9 m,2D,4.1,4.0,1.0
00:02:40.000,35.274609833333336 N,137.01327833333335 E,42.8 m,2D,4.1,4.0,1.0
00:02:41.000,35.27455766666667 N,137.01320916666666 E,42.7 m,2D,4.1,4.0,1.0
00:02:42.000,35.274500833333335 N,137.01314516666667 E,42.6 m,2D,4.1,4.0,1.0
00:02:43.000,35.27443983333333 N,137.013087 E,42.5 m,2D,4.1,4.0,1.0
00:02:44.000,35.274375166666665 N,137.013035 E,42.4 m,2D,4.1,4.0,1.0
00:02:45.000,35.274307 N,137.01298933333334 E,42.3 m,2D,4.1,4.0,1.0
00:02:46.000,35.274236 N,137.01295066666665 E,42.3 m,2D,4.1,4.0,1.0
00:02:47.000,35.27416266666667 N,137.01291866666668 E,42.2 m,2D,4.1,4.0,1.0
00:02:48.000,35.2740875 N,137.01289416666665 E,42.1 m,2D,4.1,4.0,1.0
00:02:49.000,35.274011 N,137.012877 E,42.0 m,2D,4.1,4.0,1.0
00:02:50.000,35.2739335 N,137.01286783333333 E,41.9 m,2D,4.1,4.0,1.0
00:02:51.000,35.273856 N,137.0128665 E,41.9 m,2D,4.1,4.0,1.0
00:02:52.000,35.2737785 N,137.01287283333335 E,41.8 m,2D,4.1,4.0,1.0
00:02:53.000,35.27370166666667 N,137.01288716666667 E,41.8 m,2D,4.1,4.0,1.0
00:02:54.000,35.273626166666666 N,137.01290933333334 E,41.7 m,2D,4.1,4.0,1.0
00:02:55.000,35.2735525 N,137.01293866666666 E,41.6 m,2D,4.1,4.0,1.0
00:02:56.000,35.273481 N,137.0129755 E,41.6 m,2D,4.1,4.0,1.0
00:02:57.000,35.27341216666667 N,137.01301966666668 E,41.6 m,2D,4.1,4.0,1.0
00:02:58.000,35.27334666666667 N,137.01307066666666 E,41.6 m,2D,4.1,4.0,1.0
00:02:59.000,35.27328516666667 N,137.0131275 E,41.5 m,2D,4.1,4.0,1.0
00:03:00.000,35.27322783333334 N,137.01319 E,41.5 m,2D,4.1,4.0,1.0
00:03:01.000,35.27317566666667 N,137.013255 E,41.5 m,3D,12.9,9.8,8.3
00:03:02.000,35.273128166666666 N,137.0133255 E,41.4 m,3D,12.9,9.8,8.3
00:03:03.000,35.273085333333334 N,137.01340033333332 E,41.4 m,3D,12.9,9.8,8.4
00:03:04.000,35.27304766666666 N,137.01347983333332 E,41.4 m,3D,12.9,9.8,8.4
00:03:05.000,35.27301516666667 N,137.013563 E,41.4 m,3D,12.9,9.8,8.4
00:03:06.000,35.2729885 N,137.01364933333332 E,41.4 m,3D,12.9,9.8,8.4
00:03:07.000,35.272967333333334 N,137.01373883333332 E,41.5 m,3D,12.9,9.8,8.4
00:03:08.000,35.272952333333336 N,137.01383016666668 E,41.6 m,3D,12.9,9.8,8.4
00:03:09.000,35.27294333333333 N,137.013923 E,41.7 m,3D,12.9,9.8,8.4
00:03:10.000,35.27294033333333 N,137.01401716666666 E,41.8 m,3D,12.9,9.8,8.4
00:03:11.000,35.27294333333333 N,137.01411166666668 E,42.0 m,3D,12.9,9.7,8.4
00:03:12.000,35.272952333333336 N,137.01420616666667 E,42.3 m,3D,12.9,9.8,8.4
00:03:13.000,35.272967333333334 N,137.01429983333333 E,42.6 m,3D,12.9,9.8,8.4
00:03:14.000,35.272988166666664 N,137.01439183333332 E,42.9 m,3D,12.9,9.8,8.4
00:03:15.000,35.27301466666667 N,137.01448183333332 E,43.2 m,3D,12.9,9.8,8.4
00:03:16.000,35.27304683333333 N,137.01456916666666 E,43.6 m,3D,12.9,9.8,8.4
00:03:17.000,35.27308433333334 N,137.01465283333334 E,44.1 m,3D,12.9,9.8,8.4
00:03:18.000,35.27312716666667 N,137.0147325 E,44.5 m,3D,12.9,9.8,8.4
00:03:19.000,35.27317466666667 N,137.0148075 E,44.9 m,3D,12.9,9.8,8.4
00:03:20.000,35.273226666666666 N,137.01487733333335 E,45.4 m,3D,12.9,9.8,8.4
00:03:21.000,35.273283 N,137.01494166666666 E,45.9 m,3D,13.0,9.8,8.4
00:03:22.000,35.273343 N,137.01499983333332 E,46.3 m,3D,13.0,9.8,8.4
00:03:23.000,35.273406333333334 N,137.01505166666666 E,46.8 m,3D,13.0,9.8,8.4
00:03:24.000,35.2734725 N,137.0150965 E,47.3 m,3D,13.0,9.8,8.4
00:03:25.000,35.27354116666667 N,137.01513433333332 E,47.8 m,3D,13.0,9.8,8.5
00:03:26.000,35.27361166666667 N,137.01516483333333 E,48.3 m,3D,13.0,9.8,8.5
00:03:27.000,35.27368383333334 N,137.0151875 E,48.8 m,3D,13.0,9.8,8.5
00:03:28.000,35.27375716666667 N,137.01520233333332 E,49.3 m,3D,13.0,9.9,8.5
00:03:29.000,35.273830833333335 N,137.01520916666666 E,49.7 m,3D,13.0,9.9,8.5
00:03:30.000,35.27390483333333 N,137.01520766666667 E,50.1 m,3D,13.0,9.9,8.5
00:03:31.000,35.27397833333333 N,137.01519833333333 E,50.5 m,3D,13.0,9.9,8.5
00:03:32.000,35.27405066666667 N,137.015181 E,50.8 m,3D,13.0,9.9,8.5
00:03:33.000,35.274121666666666 N,137.01515583333332 E,51.1 m,3D,13.0,9.9,8.5
00:03:34.000,35.27419066666667 N,137.01512316666665 E,51.4 m,3D,13.0,9.9,8.5
00:03:35.000,35.274257166666665 N,137.01508283333334 E,51.6 m,3D,13.0,9.9,8.5
00:03:36.000,35.27432116666667 N,137.01503483333335 E,51.8 m,3D,13.0,9.9,8.5
00:03:37.000,35.2743815 N,137.01498033333334 E,51.9 m,3D,13.0,9.9,8.5
00:03:38.000,35.27443816666667 N,137.01491916666666 E,52.0 m,3D,13.0,9.9,8.5
00:03:39.000,35.274490666666665 N,137.01485216666666 E,52.1 m,3D,13.0,9.9,8.5
00:03:40.000,35.274538666666665 N,137.01477933333334 E,52.1 m,3D,13.1,9.9,8.5
00:03:41.000,35.274582 N,137.01470116666667 E,52.1 m,3D,13.1,9.9,8.5
00:03:42.000,35.27462 N,137.01461866666668 E,52.0 m,3D,13.1,9.9,8.5
00:03:43.000,35.274652833333334 N,137.014532 E,51.9 m,3D,13.1,9.9,8.5
00:03:44.000,35.27467983333333 N,137.014442 E,51.8 m,3D,13.1,9.9,8.5
00:03:45.000,35.27470116666667 N,137.014349 E,51.6 m,3D,13.1,9.9,8.5
00:03:46.000,35.27471666666667 N,137.01425383333333 E,51.3 m,3D,13.1,9.9,8.5
00:03:47.000,35.274725833333335 N,137.01415733333334 E,51.1 m,3D,13.1,9.9,8.6
00:03:48.000,35.27472916666667 N,137.01406 E,50.8 m,3D,13.1,9.9,8.6
00:03:49.000,35.274726 N,137.0139625 E,50.4 m,3D,13.1,9.9,8.6
00:03:50.000,35.274716833333336 N,137.01386566666667 E,50.1 m,3D,13.1,9.9,8.6
00:03:51.000,35.2747015 N,137.01377016666666 E,49.7 m,3D,13.1,9.9,8.6
00:03:52.000,35.27468016666667 N,137.0136765 E,49.3 m,3D,13.1,9.9,8.6
00:03:53.000,35.274653 N,137.01358533333334 E,49.0 m,3D,13.1,9.9,8.6
00:03:54.000,35.27462033333333 N,137.01349733333333 E,48.5 m,3D,13.1,9.9,8.6
00:03:55.000,35.274582333333335 N,137.013413 E,48.1 m,3D,13.1,9.9,8.6
00:03:56.000,35.27453933333334 N,137.0133325 E,47.6 m,3D,13.1,9.9,8.6
00:03:57.000,35.2744915 N,137.01325716666668 E,47.1 m,3D,13.1,9.9,8.6
00:03:58.000,35.274439 N,137.01318716666665 E,46.6 m,3D,13.1,9.9,8.6
00:03:59.000,35.27438266666667 N,137.01312283333334 E,46.1 m,3D,13.2,9.9,8.6
00:04:00.000,35.2743225 N,137.01306466666668 E,45.6 m,3D,13.2,9.9,8.6
00:04:01.000,35.27425916666667 N,137.0130135 E,45.1 m,3D,13.2,9.9,8.6
00:04:02.000,35.27419283333333 N,137.01296916666666 E,44.6 m,3D,13.2,10.0,8.6
00:04:03.000,35.27412433333333 N,137.01293216666667 E,44.1 m,3D,13.2,10.0,8.6
00:04:04.000,35.27405383333333 N,137.0129025 E,43.6 m,3D,13.2,10.0,8.6
00:04:05.000,35.27398183333333 N,137.012881 E,43.2 m,3D,13.2,10.0,8.6
00:04:06.000,35.273908666666664 N,137.01286783333333 E,42.8 m,3D,13.2,10.0,8.6
00:04:07.000,35.273835166666665 N,137.01286266666668 E,42.5 m,3D,13.2,10.0,8.6
00:04:08.000,35.27376183333333 N,137.0128655 E,42.1 m,3D,13.2,10.0,8.7
00:04:09.000,35.27368883333333 N,137.0128765 E,41.8 m,3D,13.2,10.0,8.7
00:04:10.000,35.27361716666667 N,137.01289533333335 E,41.5 m,3D,13.2,10.0,8.7
00:04:11.000,35.27354716666667 N,137.012922 E,41.2 m,3D,13.2,10.0,8.7
00:04:12.000,35.27347916666667 N,137.01295633333334 E,41.0 m,3D,13.2,10.0,8.7
00:04:13.000,35.2734135 N,137.01299833333334 E,40.8 m,3D,13.2,10.0,8.7
00:04:14.000,35.27335083333333 N,137.0130475 E,40.8 m,3D,13.2,10.0,8.7
00:04:15.000,35.273291666666665 N,137.0131035 E,40.7 m,3D,13.2,10.0,8.7
00:04:16.000,35.2732365 N,137.0131655 E,40.7 m,3D,13.2,10.0,8.7
00:04:17.000,35.27318533333333 N,137.013234 E,40.7 m,3D,13.3,10.0,8.7
00:04:18.000,35.273139 N,137.0133075 E,40.7 m,3D,13.3,10.0,8.7
00:04:19.000,35.27309783333333 N,137.013386 E,40.8 m,3D,13.3,10.0,8.7
00:04:20.000,35.27306166666666 N,137.01346883333332 E,40.9 m,3D,13.3,10.0,8.7
00:04:21.000,35.273031 N,137.01355533333333 E,41.0 m,3D,13.3,10.0,8.7
00:04:22.000,35.273006 N,137.01364533333333 E,41.2 m,3D,13.3,10.0,8.7
00:04:23.000,35.272986833333334 N,137.013738 E,41.5 m,3D,13.3,10.0,8.7
00:04:24.000,35.272973666666665 N,137.01383266666667 E,41.7 m,3D,13.3,10.0,8.7
00:04:25.000,35.272966333333336 N,137.01392866666666 E,42.1 m,3D,13.3,10.0,8.7
00:04:26.000,35.272965166666665 N,137.01402566666667 E,42.5 m,3D,13.3,10.0,8.7
00:04:27.000,35.27297 N,137.0141225 E,42.9 m,3D,13.3,10.0,8.7
00:04:28.000,35.27298116666667 N,137.0142185 E,43.3 m,3D,13.3,10.0,8.7
00:04:29.000,35.272998333333334 N,137.01431316666665 E,43.8 m,3D,13.3,10.0,8.8
00:04:30.000,35.27302133333333 N,137.01440583333334 E,44.3 m,3D,13.3,10.0,8.8
00:04:31.000,35.273050166666664 N,137.01449566666668 E,44.8 m,3D,13.3,10.0,8.8
00:04:32.000,35.27308466666667 N,137.01458183333332 E,45.3 m,3D,13.3,10.0,8.8
00:04:33.000,35.27312466666667 N,137.014664 E,45.7 m,3D,13.3,10.0,8.8
00:04:34.000,35.27316966666667 N,137.01474183333335 E,46.2 m,3D,13.3,10.1,8.8
00:04:35.000,35.273219166666664 N,137.01481466666667 E,46.7 m,3D,13.3,10.1,8.8
00:04:36.000,35.27327316666667 N,137.01488183333333 E,47.2 m,3D,13.4,10.1,8.8
00:04:37.000,35.27333133333333 N,137.014943 E,47.7 m,3D,13.4,10.1,8.8
00:04:38.000,35.273392666666666 N,137.01499833333332 E,48.3 m,3D,13.4,10.1,8.8
00:04:39.000,35.27345716666667 N,137.01504683333334 E,48.8 m,3D,13.4,10.1,8.8
00:04:40.000,35.27352416666667 N,137.01508833333332 E,49.4 m,3D,13.4,10.1,8.8
00:04:41.000,35.27359366666666 N,137.0151225 E,49.9 m,3D,13.4,10.1,8.8
00:04:42.000,35.273663666666664 N,137.01514916666667 E,50.4 m,3D,13.4,10.1,8.8
00:04:43.000,35.273733666666665 N,137.015176 E,51.0 m,3D,13.4,10.1,8.8
00:04:44.000,35.273803666666666 N,137.01520266666665 E,51.5 m,3D,13.4,10.1,8.8
00:04:45.000,35.273803666666666 N,137.01520266666665 E,51.5 m,3D,13.4,10.1,8.8
00:04:46.000,35.273803666666666 N,137.01520266666665 E,51.5 m,3D,13.4,10.1,8.8
00:04:47.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:48.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:49.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:50.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:51.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:52.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:53.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:54.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:55.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:56.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:57.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:58.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:04:59.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:05:00.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:05:01.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
00:05:02.000,35.273803666666666 N,137.01520266666665 E,51.5 m,No,99.9,99.9,99.9
